#  Table all_hrc_june03.fits[1]  Thu 15:22:37 12-Jun-2003

#      WAVELENGTH           F220W           F250W           F330W           F435W           F475W           F550M           F555W           F606W           F625W           F775W           F814W          F850LP

           6796.5     1.331062E-6     6.881648E-7     2.247118E-8     1.187448E-7     4.093311E-8     4.875762E-6     4.179863E-7       0.2460738       0.2447274     0.002350854     0.001628563     4.026990E-8
            6797.     1.331142E-6     6.877462E-7     2.249019E-8     1.187515E-7     4.064885E-8     4.898955E-6     4.157413E-7        0.247074       0.2446423     0.002354659     0.001631201     4.027951E-8
           6797.5     1.331223E-6     6.873273E-7     2.250923E-8     1.187583E-7     4.036436E-8     4.922169E-6     4.134945E-7       0.2480751       0.2445572     0.002358468     0.001633842     4.028913E-8
            6798.     1.331304E-6     6.869083E-7     2.252825E-8     1.187651E-7     4.007990E-8     4.945378E-6     4.112479E-7        0.249076       0.2444721     0.002362277     0.001636482     4.029874E-8
           6798.5     1.331385E-6     6.864897E-7     2.254728E-8     1.187719E-7     3.979548E-8     4.968585E-6     4.090017E-7       0.2500768        0.244387     0.002366085     0.001639122     4.030835E-8
            6799.     1.331465E-6     6.860709E-7     2.256630E-8     1.187787E-7     3.951110E-8     4.991789E-6     4.067556E-7       0.2510775       0.2443019     0.002369892     0.001641762     4.031797E-8
           6799.5     1.331546E-6     6.856520E-7     2.258533E-8     1.187854E-7     3.922675E-8     5.014989E-6     4.045099E-7       0.2520781       0.2442167     0.002373699     0.001644401     4.032758E-8
            6800.     1.331627E-6     6.852331E-7     2.260439E-8     1.187922E-7     3.894188E-8     5.038202E-6     4.022608E-7       0.2530785       0.2441318     0.002377545     0.001647045     4.033720E-8
           6800.5     1.331511E-6     6.853465E-7     2.262265E-8     1.187950E-7     3.865632E-8     5.029496E-6     4.007652E-7       0.2521225       0.2442882     0.002415178     0.001649629     4.034547E-8
            6801.     1.331394E-6     6.854597E-7     2.264090E-8     1.187978E-7     3.837080E-8     5.020791E-6     3.992698E-7       0.2511665       0.2444446     0.002452802     0.001652212     4.035373E-8
           6801.5     1.331278E-6     6.855731E-7     2.265916E-8     1.188006E-7     3.808535E-8     5.012088E-6     3.977747E-7       0.2502109        0.244601      0.00249042     0.001654794     4.036199E-8
            6802.     1.331162E-6     6.856861E-7     2.267741E-8     1.188034E-7     3.779995E-8     5.003386E-6     3.962799E-7       0.2492553       0.2447573     0.002528029     0.001657376     4.037024E-8
           6802.5     1.331045E-6     6.857994E-7     2.269566E-8     1.188062E-7     3.751461E-8     4.994687E-6     3.947854E-7       0.2482999       0.2449136     0.002565631     0.001659957     4.037849E-8
            6803.     1.330929E-6     6.859124E-7     2.271388E-8     1.188090E-7     3.722960E-8     4.985997E-6     3.932927E-7       0.2473457       0.2450697      0.00260319     0.001662536     4.038674E-8
           6803.5     1.330813E-6     6.860256E-7     2.273212E-8     1.188119E-7     3.694437E-8     4.977301E-6     3.917988E-7       0.2463908        0.245226     0.002640778     0.001665116     4.039499E-8
            6804.     1.330697E-6     6.861387E-7     2.275035E-8     1.188146E-7     3.665918E-8     4.968606E-6     3.903051E-7        0.245436       0.2453822     0.002678358     0.001667696     4.040324E-8
           6804.5     1.330581E-6     6.862518E-7     2.276859E-8     1.188175E-7     3.637406E-8     4.959914E-6     3.888119E-7       0.2444814       0.2455384     0.002715931     0.001670276     4.041148E-8
            6805.     1.330464E-6     6.863649E-7     2.278682E-8     1.188203E-7     3.608900E-8     4.951222E-6     3.873188E-7        0.243527       0.2456945     0.002753497     0.001672855     4.041972E-8
           6805.5     1.330348E-6     6.864778E-7     2.280504E-8     1.188230E-7     3.580399E-8     4.942532E-6     3.858260E-7       0.2425727       0.2458506     0.002791055     0.001675433     4.042797E-8
            6806.     1.330232E-6     6.865908E-7     2.282326E-8     1.188258E-7     3.551903E-8     4.933844E-6     3.843335E-7       0.2416186       0.2460066     0.002828605      0.00167801     4.043620E-8
           6806.5     1.330115E-6     6.867038E-7     2.284147E-8     1.188286E-7     3.523413E-8     4.925158E-6     3.828413E-7       0.2406648       0.2461627     0.002866149     0.001680588     4.044444E-8
            6807.     1.329999E-6     6.868166E-7     2.285968E-8     1.188314E-7     3.494928E-8     4.916472E-6     3.813494E-7       0.2397111       0.2463187     0.002903685     0.001683165     4.045267E-8
           6807.5     1.329883E-6     6.869296E-7     2.287790E-8     1.188342E-7     3.466450E-8     4.907789E-6     3.798578E-7       0.2387576       0.2464747     0.002941214     0.001685741     4.046091E-8
            6808.     1.329767E-6     6.870425E-7     2.289610E-8     1.188370E-7     3.437976E-8     4.899109E-6     3.783664E-7       0.2378043       0.2466307     0.002978736     0.001688317     4.046914E-8
           6808.5     1.329651E-6     6.871553E-7     2.291430E-8     1.188397E-7     3.409507E-8     4.890428E-6     3.768753E-7       0.2368511       0.2467865     0.003016249     0.001690891     4.047737E-8
            6809.     1.329534E-6     6.872681E-7     2.293249E-8     1.188425E-7     3.381045E-8     4.881749E-6     3.753846E-7       0.2358982       0.2469424     0.003053755     0.001693466     4.048560E-8
           6809.5     1.329418E-6     6.873809E-7     2.295069E-8     1.188453E-7     3.352589E-8     4.873074E-6     3.738941E-7       0.2349454       0.2470983     0.003091255      0.00169604     4.049382E-8
            6810.     1.329302E-6     6.874936E-7     2.296888E-8     1.188481E-7     3.324137E-8     4.864398E-6     3.724039E-7       0.2339928        0.247254     0.003128747     0.001698614     4.050204E-8
           6810.5     1.329198E-6     6.876127E-7     2.298727E-8     1.188519E-7     3.295721E-8     4.855769E-6     3.709174E-7       0.2341339       0.2470107     0.003178304     0.001701203     4.051063E-8
            6811.     1.329094E-6     6.877318E-7     2.300567E-8     1.188558E-7     3.267311E-8     4.847142E-6     3.694312E-7       0.2342749       0.2467673     0.003227852     0.001703791     4.051923E-8
           6811.5     1.328991E-6     6.878508E-7     2.302406E-8     1.188597E-7     3.238906E-8     4.838518E-6     3.679453E-7       0.2344159       0.2465241     0.003277392     0.001706379     4.052783E-8
            6812.     1.328887E-6     6.879699E-7     2.304245E-8     1.188636E-7     3.210506E-8     4.829894E-6     3.664597E-7        0.234557       0.2462808     0.003326922     0.001708967     4.053642E-8
           6812.5     1.328783E-6     6.880890E-7     2.306084E-8     1.188675E-7     3.182111E-8     4.821272E-6     3.649743E-7        0.234698       0.2460377     0.003376445     0.001711554     4.054501E-8
            6813.     1.328680E-6     6.882080E-7     2.307922E-8     1.188713E-7     3.153721E-8     4.812652E-6     3.634891E-7       0.2348389       0.2457945     0.003425958      0.00171414     4.055360E-8
           6813.5     1.328576E-6     6.883269E-7     2.309760E-8     1.188752E-7     3.125335E-8     4.804032E-6     3.620042E-7       0.2349798       0.2455513     0.003475462     0.001716726     4.056218E-8
            6814.     1.328472E-6     6.884458E-7     2.311597E-8     1.188791E-7     3.096955E-8     4.795414E-6     3.605196E-7       0.2351207       0.2453083     0.003524957     0.001719312     4.057076E-8
           6814.5     1.328368E-6     6.885647E-7     2.313434E-8     1.188829E-7     3.068580E-8     4.786797E-6     3.590352E-7       0.2352616       0.2450652     0.003574444     0.001721897     4.057935E-8
            6815.     1.328264E-6     6.886835E-7     2.315271E-8     1.188868E-7     3.040210E-8     4.778183E-6     3.575511E-7       0.2354024       0.2448222     0.003623922     0.001724482     4.058793E-8
           6815.5     1.328160E-6     6.888024E-7     2.317108E-8     1.188906E-7     3.011844E-8     4.769570E-6     3.560672E-7       0.2355433       0.2445793     0.003673391     0.001727066     4.059651E-8
            6816.     1.328057E-6     6.889212E-7     2.318944E-8     1.188945E-7     2.983484E-8     4.760958E-6     3.545836E-7       0.2356841       0.2443363     0.003722852     0.001729649     4.060508E-8
           6816.5     1.327953E-6     6.890400E-7     2.320780E-8     1.188984E-7     2.955129E-8     4.752347E-6     3.531003E-7       0.2358248       0.2440935     0.003772303     0.001732233     4.061366E-8
            6817.     1.327850E-6     6.891588E-7     2.322615E-8     1.189022E-7     2.926779E-8     4.743739E-6     3.516172E-7       0.2359655       0.2438506     0.003821746     0.001734815     4.062223E-8
           6817.5     1.327746E-6     6.892776E-7     2.324450E-8     1.189061E-7     2.898433E-8     4.735131E-6     3.501345E-7       0.2361062       0.2436078     0.003871181     0.001737398     4.063080E-8
            6818.     1.327642E-6     6.893962E-7     2.326285E-8     1.189099E-7     2.870093E-8     4.726525E-6     3.486519E-7       0.2362469       0.2433651     0.003920606      0.00173998     4.063937E-8
           6818.5     1.327538E-6     6.895148E-7     2.328119E-8     1.189138E-7     2.841758E-8     4.717920E-6     3.471696E-7       0.2363876       0.2431224     0.003970022     0.001742561     4.064794E-8
            6819.     1.327434E-6     6.896335E-7     2.329953E-8     1.189176E-7     2.813427E-8     4.709317E-6     3.456875E-7       0.2365282       0.2428797     0.004019429     0.001745141     4.065650E-8
           6819.5     1.327331E-6     6.897521E-7     2.331787E-8     1.189215E-7     2.785102E-8     4.700716E-6     3.442057E-7       0.2366688       0.2426371     0.004068828     0.001747722     4.066506E-8
            6820.     1.327227E-6     6.898707E-7     2.333620E-8     1.189253E-7     2.756782E-8     4.692115E-6     3.427242E-7       0.2368094       0.2423945     0.004118219     0.001750302     4.067363E-8
           6820.5     1.327111E-6     6.899829E-7     2.335431E-8     1.189280E-7     2.728441E-8     4.683473E-6     3.412398E-7       0.2363006       0.2423155      0.00418967     0.001752865     4.068180E-8
            6821.     1.326995E-6     6.900950E-7     2.337243E-8     1.189308E-7     2.700106E-8     4.674834E-6     3.397557E-7       0.2357919       0.2422365     0.004261109     0.001755428     4.068999E-8
           6821.5     1.326879E-6     6.902071E-7     2.339053E-8     1.189335E-7     2.671776E-8     4.666194E-6     3.382718E-7       0.2352834       0.2421576     0.004332532      0.00175799     4.069816E-8
            6822.     1.326763E-6     6.903190E-7     2.340863E-8     1.189362E-7     2.643452E-8     4.657556E-6     3.367882E-7       0.2347748       0.2420786      0.00440394     0.001760551     4.070634E-8
           6822.5     1.326647E-6     6.904311E-7     2.342673E-8     1.189390E-7     2.615133E-8     4.648921E-6     3.353049E-7       0.2342665       0.2419997     0.004475337     0.001763112     4.071451E-8
            6823.     1.326531E-6     6.905431E-7     2.344482E-8     1.189417E-7     2.586820E-8     4.640287E-6     3.338219E-7       0.2337582       0.2419207     0.004546718     0.001765673     4.072268E-8
           6823.5     1.326415E-6     6.906550E-7     2.346291E-8     1.189444E-7     2.558512E-8     4.631655E-6     3.323392E-7         0.23325       0.2418418     0.004618085     0.001768233     4.073085E-8
            6824.     1.326299E-6     6.907670E-7     2.348099E-8     1.189471E-7     2.530210E-8     4.623024E-6     3.308567E-7       0.2327419       0.2417629     0.004689438     0.001770792     4.073901E-8
           6824.5     1.326183E-6     6.908790E-7     2.349908E-8     1.189499E-7     2.501914E-8     4.614395E-6     3.293746E-7       0.2322339        0.241684     0.004760778     0.001773351     4.074718E-8
            6825.     1.326067E-6     6.909908E-7     2.351715E-8     1.189526E-7     2.473622E-8     4.605768E-6     3.278928E-7        0.231726       0.2416052     0.004832103     0.001775909     4.075534E-8
           6825.5     1.325951E-6     6.911026E-7     2.353523E-8     1.189553E-7     2.445337E-8     4.597141E-6     3.264111E-7       0.2312182       0.2415263     0.004903414     0.001778467     4.076350E-8
            6826.     1.325835E-6     6.912144E-7     2.355330E-8     1.189580E-7     2.417057E-8     4.588518E-6     3.249299E-7       0.2307105       0.2414474     0.004974712     0.001781025     4.077166E-8
           6826.5     1.325719E-6     6.913262E-7     2.357137E-8     1.189607E-7     2.388782E-8     4.579895E-6     3.234489E-7       0.2302029       0.2413686     0.005045995     0.001783582     4.077981E-8
            6827.     1.325603E-6     6.914379E-7     2.358943E-8     1.189634E-7     2.360512E-8     4.571274E-6     3.219681E-7       0.2296954       0.2412898     0.005117264     0.001786138     4.078796E-8
           6827.5     1.325487E-6     6.915496E-7     2.360749E-8     1.189661E-7     2.332249E-8     4.562654E-6     3.204876E-7       0.2291879        0.241211     0.005188519     0.001788694     4.079611E-8
            6828.     1.325371E-6     6.916613E-7     2.362554E-8     1.189688E-7     2.303991E-8     4.554036E-6     3.190075E-7       0.2286806       0.2411322      0.00525976     0.001791249     4.080426E-8
           6828.5     1.325256E-6     6.917729E-7     2.364359E-8     1.189715E-7     2.275738E-8     4.545420E-6     3.175277E-7       0.2281734       0.2410534     0.005330988     0.001793804     4.081241E-8
            6829.     1.325140E-6     6.918846E-7     2.366164E-8     1.189742E-7     2.247491E-8     4.536806E-6     3.160481E-7       0.2276663       0.2409746     0.005402201     0.001796358     4.082056E-8
           6829.5     1.325024E-6     6.919962E-7     2.367969E-8     1.189769E-7     2.219249E-8     4.528193E-6     3.145688E-7       0.2271592       0.2408958       0.0054734     0.001798912     4.082870E-8
            6830.     1.324908E-6     6.921077E-7     2.369772E-8     1.189796E-7     2.191013E-8     4.519582E-6     3.130898E-7       0.2266523       0.2408171     0.005544586     0.001801465     4.083684E-8
           6830.5     1.324804E-6     6.922257E-7     2.371598E-8     1.189834E-7     2.211472E-8     4.511015E-6     3.116139E-7         0.22735       0.2406578     0.005628221     0.001804034     4.084535E-8
            6831.     1.324701E-6     6.923436E-7     2.373423E-8     1.189872E-7     2.231927E-8     4.502448E-6     3.101384E-7       0.2280477       0.2404986     0.005711841     0.001806603     4.085387E-8
           6831.5     1.324597E-6     6.924616E-7     2.375249E-8     1.189911E-7     2.252379E-8     4.493884E-6     3.086631E-7       0.2287452       0.2403395     0.005795449     0.001809172     4.086239E-8
            6832.     1.324493E-6     6.925795E-7     2.377073E-8     1.189948E-7     2.272827E-8     4.485320E-6     3.071881E-7       0.2294425       0.2401803     0.005879039      0.00181174     4.087090E-8
           6832.5     1.324390E-6     6.926974E-7     2.378897E-8     1.189986E-7     2.293271E-8     4.476759E-6     3.057133E-7       0.2301398       0.2400211     0.005962616     0.001814307     4.087941E-8
            6833.     1.324287E-6     6.928153E-7     2.380722E-8     1.190025E-7     2.313712E-8     4.468199E-6     3.042388E-7       0.2308369        0.239862     0.006046177     0.001816875     4.088793E-8
           6833.5     1.324183E-6     6.929330E-7     2.382545E-8     1.190062E-7     2.334149E-8     4.459640E-6     3.027645E-7       0.2315339       0.2397029     0.006129724     0.001819441     4.089643E-8
            6834.     1.324080E-6     6.930509E-7     2.384368E-8     1.190100E-7     2.354582E-8     4.451083E-6     3.012905E-7       0.2322308       0.2395439     0.006213255     0.001822007     4.090494E-8
           6834.5     1.323976E-6     6.931687E-7     2.386192E-8     1.190138E-7     2.375012E-8     4.442528E-6     2.998168E-7       0.2329276       0.2393849     0.006296773     0.001824573     4.091345E-8
            6835.     1.323872E-6     6.932864E-7     2.388014E-8     1.190176E-7     2.395438E-8     4.433973E-6     2.983433E-7       0.2336242       0.2392258     0.006380274     0.001827138     4.092194E-8
           6835.5     1.323769E-6     6.934040E-7     2.389836E-8     1.190214E-7     2.415860E-8     4.425420E-6     2.968700E-7       0.2343207       0.2390668     0.006463761     0.001829703     4.093044E-8
            6836.     1.323666E-6     6.935218E-7     2.391658E-8     1.190252E-7     2.436279E-8     4.416870E-6     2.953971E-7       0.2350171       0.2389079     0.006547233     0.001832267     4.093894E-8
           6836.5     1.323562E-6     6.936393E-7     2.393480E-8     1.190290E-7     2.456694E-8     4.408319E-6     2.939243E-7       0.2357133       0.2387489      0.00663069     0.001834831     4.094744E-8
            6837.     1.323458E-6     6.937570E-7     2.395301E-8     1.190327E-7     2.477105E-8     4.399771E-6     2.924519E-7       0.2364095       0.2385901     0.006714133     0.001837395     4.095594E-8
           6837.5     1.323355E-6     6.938746E-7     2.397121E-8     1.190365E-7     2.497513E-8     4.391224E-6     2.909796E-7       0.2371054       0.2384311      0.00679756     0.001839957     4.096443E-8
            6838.     1.323251E-6     6.939923E-7     2.398942E-8     1.190403E-7     2.517917E-8     4.382679E-6     2.895077E-7       0.2378014       0.2382723     0.006880973      0.00184252     4.097292E-8
           6838.5     1.323148E-6     6.941098E-7     2.400762E-8     1.190441E-7     2.538318E-8     4.374134E-6     2.880360E-7       0.2384971       0.2381135     0.006964371     0.001845081     4.098140E-8
            6839.     1.323044E-6     6.942272E-7     2.402582E-8     1.190478E-7     2.558714E-8     4.365591E-6     2.865646E-7       0.2391927       0.2379546     0.007047754     0.001847643     4.098989E-8
           6839.5     1.322941E-6     6.943447E-7     2.404402E-8     1.190516E-7     2.579108E-8     4.357052E-6     2.850935E-7       0.2398882       0.2377959     0.007131123     0.001850204     4.099838E-8
            6840.     1.322838E-6     6.944621E-7     2.406220E-8     1.190554E-7     2.599497E-8     4.348512E-6     2.836225E-7       0.2405835       0.2376371     0.007214476     0.001852764     4.100686E-8
           6840.5     1.322734E-6     6.945793E-7     2.408038E-8     1.190591E-7     2.619882E-8     4.339971E-6     2.825200E-7        0.239902       0.2374783     0.007322592     0.001855324     4.101532E-8
            6841.     1.322630E-6     6.946964E-7     2.409854E-8     1.190628E-7     2.640244E-8     4.331442E-6     2.814188E-7       0.2392213       0.2373197     0.007430584      0.00185788     4.102378E-8
           6841.5     1.322526E-6     6.948135E-7     2.411671E-8     1.190665E-7     2.660622E-8     4.322906E-6     2.803167E-7         0.23854       0.2371609     0.007538661     0.001860438     4.103225E-8
            6842.     1.322422E-6     6.949307E-7     2.413488E-8     1.190703E-7     2.680996E-8     4.314371E-6     2.792148E-7       0.2378588       0.2370022     0.007646721     0.001862997     4.104071E-8
           6842.5     1.322318E-6     6.950476E-7     2.415305E-8     1.190740E-7     2.701366E-8     4.305836E-6     2.781131E-7       0.2371777       0.2368435     0.007754759     0.001865554     4.104916E-8
            6843.     1.322214E-6     6.951649E-7     2.417121E-8     1.190777E-7     2.721733E-8     4.297305E-6     2.770116E-7       0.2364969       0.2366848      0.00786278     0.001868111     4.105762E-8
           6843.5     1.322110E-6     6.952819E-7     2.418937E-8     1.190814E-7     2.742097E-8     4.288775E-6     2.759103E-7        0.235816       0.2365262      0.00797078     0.001870668     4.106608E-8
            6844.     1.322006E-6     6.953991E-7     2.420756E-8     1.190852E-7     2.762496E-8     4.280228E-6     2.748070E-7        0.235134       0.2363672     0.008078973     0.001873229     4.107455E-8
           6844.5     1.321903E-6     6.955161E-7     2.422571E-8     1.190889E-7     2.782852E-8     4.271701E-6     2.737061E-7       0.2344534       0.2362086     0.008186935     0.001875784     4.108301E-8
            6845.     1.321799E-6     6.956329E-7     2.424386E-8     1.190926E-7     2.803204E-8     4.263174E-6     2.726053E-7       0.2337729       0.2360501     0.008294877     0.001878339     4.109145E-8
           6845.5     1.321695E-6     6.957499E-7     2.426201E-8     1.190963E-7     2.823552E-8     4.254649E-6     2.715047E-7       0.2330926       0.2358915       0.0084028     0.001880894     4.109990E-8
            6846.     1.321591E-6     6.958667E-7     2.428014E-8     1.191000E-7     2.843897E-8     4.246126E-6     2.704044E-7       0.2324124        0.235733     0.008510704     0.001883448     4.110835E-8
           6846.5     1.321487E-6     6.959837E-7     2.429828E-8     1.191037E-7     2.864238E-8     4.237604E-6     2.693042E-7       0.2317322       0.2355745     0.008618589     0.001886002     4.111679E-8
            6847.     1.321383E-6     6.961003E-7     2.431640E-8     1.191074E-7     2.884556E-8     4.229092E-6     2.682053E-7       0.2310529       0.2354161     0.008726348     0.001888552     4.112522E-8
           6847.5     1.321280E-6     6.962172E-7     2.433453E-8     1.191111E-7     2.904891E-8     4.220574E-6     2.671055E-7       0.2303731       0.2352577     0.008834196     0.001891106     4.113367E-8
            6848.     1.321176E-6     6.963339E-7     2.435266E-8     1.191148E-7     2.925221E-8     4.212056E-6     2.660059E-7       0.2296933       0.2350993     0.008942023     0.001893658     4.114210E-8
           6848.5     1.321072E-6     6.964506E-7     2.437078E-8     1.191185E-7     2.945547E-8     4.203539E-6     2.649065E-7       0.2290137       0.2349409      0.00904983     0.001896209     4.115054E-8
            6849.     1.320968E-6     6.965674E-7     2.438891E-8     1.191222E-7     2.965870E-8     4.195026E-6     2.638074E-7       0.2283342       0.2347826     0.009157619     0.001898761     4.115898E-8
           6849.5     1.320864E-6     6.966840E-7     2.440702E-8     1.191259E-7     2.986189E-8     4.186512E-6     2.627083E-7       0.2276548       0.2346242     0.009265387     0.001901312     4.116740E-8
            6850.     1.320760E-6     6.968007E-7     2.442513E-8     1.191295E-7     3.006505E-8     4.178000E-6     2.616095E-7       0.2269755       0.2344659     0.009373137     0.001903862     4.117583E-8
           6850.5     1.320646E-6     6.969120E-7     2.444306E-8     1.191323E-7     3.026794E-8     4.169458E-6     2.605089E-7       0.2277939       0.2345257     0.009508281     0.001906397     4.118395E-8
            6851.     1.320533E-6     6.970233E-7     2.446098E-8     1.191351E-7     3.047079E-8     4.160918E-6     2.594085E-7       0.2286122       0.2345854     0.009643396     0.001908932     4.119206E-8
           6851.5     1.320419E-6     6.971347E-7     2.447890E-8     1.191379E-7     3.067361E-8     4.152380E-6     2.583083E-7       0.2294303       0.2346453     0.009778489     0.001911467     4.120018E-8
            6852.     1.320305E-6     6.972459E-7     2.449681E-8     1.191407E-7     3.087638E-8     4.143843E-6     2.572084E-7       0.2302483        0.234705     0.009913553     0.001914001     4.120829E-8
           6852.5     1.320191E-6     6.973572E-7     2.451472E-8     1.191435E-7     3.107911E-8     4.135308E-6     2.561086E-7       0.2310661       0.2347648      0.01004859     0.001916534     4.121639E-8
            6853.     1.320078E-6     6.974684E-7     2.453262E-8     1.191463E-7     3.128181E-8     4.126774E-6     2.550091E-7       0.2318838       0.2348246       0.0101836     0.001919067     4.122450E-8
           6853.5     1.319964E-6     6.975795E-7     2.455053E-8     1.191490E-7     3.148446E-8     4.118242E-6     2.539097E-7       0.2327013       0.2348842      0.01031859       0.0019216     4.123261E-8
            6854.     1.319850E-6     6.976907E-7     2.456842E-8     1.191518E-7     3.168708E-8     4.109711E-6     2.528106E-7       0.2335186       0.2349439      0.01045355     0.001924131     4.124071E-8
           6854.5     1.319736E-6     6.978018E-7     2.458632E-8     1.191545E-7     3.188965E-8     4.101182E-6     2.517116E-7       0.2343357       0.2350036      0.01058848     0.001926663     4.124881E-8
            6855.     1.319622E-6     6.979128E-7     2.460420E-8     1.191573E-7     3.209218E-8     4.092655E-6     2.506129E-7       0.2351527       0.2350633      0.01072339     0.001929193     4.125690E-8
           6855.5     1.319509E-6     6.980239E-7     2.462209E-8     1.191601E-7     3.229468E-8     4.084130E-6     2.495144E-7       0.2359696        0.235123      0.01085827     0.001931724     4.126500E-8
            6856.     1.319395E-6     6.981351E-7     2.463998E-8     1.191629E-7     3.249714E-8     4.075606E-6     2.484161E-7       0.2367863       0.2351827      0.01099313     0.001934254     4.127310E-8
           6856.5     1.319281E-6     6.982459E-7     2.465786E-8     1.191656E-7     3.269955E-8     4.067083E-6     2.473180E-7       0.2376028       0.2352423      0.01112796     0.001936783     4.128119E-8
            6857.     1.319167E-6     6.983569E-7     2.467573E-8     1.191684E-7     3.290193E-8     4.058562E-6     2.462201E-7       0.2384192       0.2353019      0.01126276     0.001939312     4.128928E-8
           6857.5     1.319054E-6     6.984678E-7     2.469361E-8     1.191711E-7     3.310427E-8     4.050043E-6     2.451225E-7       0.2392354       0.2353615      0.01139753      0.00194184     4.129736E-8
            6858.     1.318940E-6     6.985788E-7     2.471147E-8     1.191739E-7     3.330657E-8     4.041525E-6     2.440250E-7       0.2400514       0.2354211      0.01153229     0.001944368     4.130545E-8
           6858.5     1.318826E-6     6.986896E-7     2.472934E-8     1.191766E-7     3.350882E-8     4.033009E-6     2.429278E-7       0.2408673       0.2354807      0.01166701     0.001946895     4.131353E-8
            6859.     1.318712E-6     6.988003E-7     2.474720E-8     1.191794E-7     3.371104E-8     4.024494E-6     2.418307E-7       0.2416829       0.2355402       0.0118017     0.001949422     4.132161E-8
           6859.5     1.318599E-6     6.989113E-7     2.476506E-8     1.191822E-7     3.391323E-8     4.015982E-6     2.407339E-7       0.2424985       0.2355998      0.01193638     0.001951948     4.132969E-8
            6860.     1.318485E-6     6.990221E-7     2.478291E-8     1.191849E-7     3.411536E-8     4.007470E-6     2.396372E-7       0.2433139       0.2356593      0.01207102     0.001954474     4.133777E-8
           6860.5     1.318371E-6     6.991323E-7     2.480074E-8     1.191876E-7     3.431744E-8     3.998958E-6     2.385407E-7       0.2427423       0.2355952      0.01223307     0.001956998     4.134581E-8
            6861.     1.318256E-6     6.992426E-7     2.481857E-8     1.191902E-7     3.451948E-8     3.990448E-6     2.374444E-7       0.2421709       0.2355312      0.01239508     0.001959521     4.135387E-8
           6861.5     1.318141E-6     6.993529E-7     2.483640E-8     1.191929E-7     3.472148E-8     3.981937E-6     2.363482E-7       0.2415994       0.2354671      0.01255706     0.001962044     4.136190E-8
            6862.     1.318027E-6     6.994630E-7     2.485422E-8     1.191955E-7     3.492344E-8     3.973430E-6     2.352522E-7       0.2410282       0.2354031        0.012719     0.001964566     4.136995E-8
           6862.5     1.317912E-6     6.995732E-7     2.487204E-8     1.191982E-7     3.512536E-8     3.964924E-6     2.341565E-7        0.240457        0.235339      0.01288092     0.001967088     4.137798E-8
            6863.     1.317797E-6     6.996832E-7     2.488984E-8     1.192008E-7     3.532723E-8     3.956419E-6     2.330609E-7       0.2398859       0.2352749       0.0130428     0.001969609     4.138601E-8
           6863.5     1.317683E-6     6.997933E-7     2.490766E-8     1.192035E-7     3.552907E-8     3.947916E-6     2.319656E-7       0.2393149       0.2352109      0.01320466      0.00197213     4.139405E-8
            6864.     1.317568E-6     6.999034E-7     2.492546E-8     1.192062E-7     3.573087E-8     3.939415E-6     2.308705E-7       0.2387441       0.2351469      0.01336648      0.00197465     4.140208E-8
           6864.5     1.317454E-6     7.000135E-7     2.494327E-8     1.192088E-7     3.593263E-8     3.930916E-6     2.297756E-7       0.2381733       0.2350829      0.01352827      0.00197717     4.141011E-8
            6865.     1.317339E-6     7.001233E-7     2.496106E-8     1.192115E-7     3.613435E-8     3.922418E-6     2.286809E-7       0.2376027       0.2350189      0.01369002     0.001979689     4.141814E-8
           6865.5     1.317225E-6     7.002334E-7     2.497886E-8     1.192141E-7     3.633603E-8     3.913921E-6     2.275865E-7       0.2370321       0.2349549      0.01385175     0.001982208     4.142617E-8
            6866.     1.317110E-6     7.003432E-7     2.499665E-8     1.192167E-7     3.653767E-8     3.905426E-6     2.264922E-7       0.2364617       0.2348909      0.01401344     0.001984726     4.143419E-8
           6866.5     1.316996E-6     7.004532E-7     2.501444E-8     1.192194E-7     3.673927E-8     3.896933E-6     2.253982E-7       0.2358914        0.234827       0.0141751     0.001987244     4.144221E-8
            6867.     1.316881E-6     7.005631E-7     2.503222E-8     1.192220E-7     3.694084E-8     3.888441E-6     2.243043E-7       0.2353212        0.234763      0.01433674     0.001989761     4.145023E-8
           6867.5     1.316766E-6     7.006729E-7     2.504999E-8     1.192247E-7     3.714235E-8     3.879951E-6     2.232106E-7       0.2347511        0.234699      0.01449833     0.001992277     4.145825E-8
            6868.     1.316652E-6     7.007827E-7     2.506778E-8     1.192273E-7     3.734383E-8     3.871463E-6     2.221172E-7       0.2341811       0.2346351       0.0146599     0.001994794     4.146627E-8
           6868.5     1.316537E-6     7.008925E-7     2.508554E-8     1.192299E-7     3.754527E-8     3.862976E-6     2.210240E-7       0.2336112       0.2345712      0.01482144     0.001997309     4.147427E-8
            6869.     1.316423E-6     7.010024E-7     2.510332E-8     1.192326E-7     3.774668E-8     3.854492E-6     2.199311E-7       0.2330415       0.2345073      0.01498294     0.001999825     4.148229E-8
           6869.5     1.316308E-6     7.011120E-7     2.512108E-8     1.192352E-7     3.794803E-8     3.846008E-6     2.188382E-7       0.2324718       0.2344434      0.01514441     0.002002339     4.149030E-8
            6870.     1.316194E-6     7.012217E-7     2.513884E-8     1.192378E-7     3.814936E-8     3.837526E-6     2.177456E-7       0.2319022       0.2343795      0.01530585     0.002004853     4.149831E-8
